seq,timestamp,EDA_raw
90949,1780495397.847617,232
90950,1780495397.847618,227
90951,1780495397.847619,229
90952,1780495397.84762,229
90953,1780495397.8476212,222
90954,1780495397.847622,222
90955,1780495397.847622,222
90956,1780495397.8476229,218
90957,1780495397.8476238,220
90958,1780495397.847625,219
90959,1780495397.8500211,220
90960,1780495397.8500228,221
90961,1780495397.850024,221
90962,1780495397.850025,225
90963,1780495397.850026,225
90964,1780495397.850027,227
90965,1780495397.850028,229
90966,1780495397.850028,233
90967,1780495397.850029,232
90968,1780495397.8500302,234
90969,1780495397.8500311,235
90970,1780495397.85266,232
90971,1780495397.852662,229
90972,1780495397.852663,227
90973,1780495397.852663,225
90974,1780495397.852664,223
90975,1780495397.8526652,223
90976,1780495397.8526661,220
90977,1780495397.8526661,219
90978,1780495397.8526669,221
90979,1780495397.8526678,223
90980,1780495397.882824,221
90981,1780495397.882826,223
90982,1780495397.882827,226
90983,1780495397.882827,224
90984,1780495397.882828,229
90985,1780495397.882829,229
90986,1780495397.8828301,235
90987,1780495397.882831,236
90988,1780495397.882831,234
90989,1780495397.8828318,230
90990,1780495397.882833,232
90991,1780495397.886391,231
90992,1780495397.886393,228
90993,1780495397.886394,226
90994,1780495397.886394,226
90995,1780495397.886395,223
90996,1780495397.886396,220
90997,1780495397.886397,218
90998,1780495397.8863978,220
90999,1780495397.8863978,220
91000,1780495397.886399,228
91001,1780495397.8891861,220
91002,1780495397.889187,224
91003,1780495397.889188,229
91004,1780495397.889189,228
91005,1780495397.889189,230
91006,1780495397.88919,234
91007,1780495397.889191,234
91008,1780495397.8891919,235
91009,1780495397.889193,234
91010,1780495397.889194,233
91011,1780495397.889195,228
91012,1780495397.957685,227
91013,1780495397.957688,226
91014,1780495397.957689,221
91015,1780495397.957691,225
91016,1780495397.957692,220
91017,1780495397.9576929,217
91018,1780495397.957694,218
91019,1780495397.957695,219
91020,1780495397.957696,222
91021,1780495397.957698,222
91022,1780495397.9592488,222
91023,1780495397.961357,225
91024,1780495397.961359,230
91025,1780495397.961361,227
91026,1780495397.961362,233
91027,1780495397.9613628,236
91028,1780495397.961364,232
91029,1780495397.961365,231
91030,1780495397.961366,229
91031,1780495397.9613671,229
91032,1780495397.961368,228
91033,1780495397.9613702,224
91034,1780495397.9643142,224
91035,1780495397.9643168,222
91036,1780495397.964318,220
91037,1780495397.964319,221
91038,1780495397.96432,219
91039,1780495397.9643211,219
91040,1780495397.964322,222
91041,1780495397.964324,221
91042,1780495397.9643252,223
91043,1780495397.964326,225
91044,1780495397.967579,226
91045,1780495397.967582,232
91046,1780495397.967583,230
91047,1780495397.967584,235
91048,1780495397.967585,235
91049,1780495397.967586,233
91050,1780495397.967587,230
91051,1780495397.9675882,228
91052,1780495397.9675891,224
91053,1780495397.9675899,225
91054,1780495397.967592,221
91055,1780495397.970062,221
91056,1780495397.9700649,218
91057,1780495397.9700658,215
91058,1780495397.970067,219
91059,1780495397.970069,218
91060,1780495397.9700701,220
91061,1780495397.970071,220
91062,1780495397.970072,225
91063,1780495397.9700742,225
91064,1780495397.970075,225
91065,1780495397.970077,228
91066,1780495397.972515,233
91067,1780495397.972517,231
91068,1780495397.972518,232
91069,1780495397.972519,227
91070,1780495397.9725199,228
91071,1780495397.972522,227
91072,1780495397.972523,223
91073,1780495397.972524,225
91074,1780495397.9725251,224
91075,1780495397.972527,222
91076,1780495397.975043,216
91077,1780495397.975046,216
91078,1780495397.975052,222
91079,1780495397.975053,216
91080,1780495397.9750552,220
91081,1780495397.975056,222
91082,1780495397.975057,224
91083,1780495397.975059,223
91084,1780495397.97506,226
91085,1780495397.975061,228
91086,1780495397.9750662,233
91087,1780495397.9780061,235
91088,1780495397.978008,231
91089,1780495397.978009,230
91090,1780495397.9780102,229
91091,1780495397.978011,226
91092,1780495397.978013,225
91093,1780495397.978014,222
91094,1780495397.978015,222
91095,1780495397.978016,219
91096,1780495397.978018,216
91097,1780495397.97946,216
91098,1780495397.98517,218
91099,1780495397.985173,218
91100,1780495397.9851751,217
91101,1780495397.985176,219
91102,1780495397.985177,224
91103,1780495397.985179,226
91104,1780495397.98518,226
91105,1780495397.985182,227
91106,1780495397.985183,230
91107,1780495397.985185,232
91108,1780495398.015319,233
91109,1780495398.0153222,229
91110,1780495398.0153239,228
91111,1780495398.015326,229
91112,1780495398.015327,225
91113,1780495398.0153291,223
91114,1780495398.01533,221
91115,1780495398.015332,220
91116,1780495398.0153332,220
91117,1780495398.015336,218
91118,1780495398.0180428,218
91119,1780495398.0201411,219
91120,1780495398.020145,219
91121,1780495398.0201468,220
91122,1780495398.020149,223
91123,1780495398.0201511,223
91124,1780495398.020152,228
91125,1780495398.020154,231
91126,1780495398.020156,232
91127,1780495398.020158,231
91128,1780495398.020159,234
91129,1780495398.020162,230
91130,1780495398.023221,227
91131,1780495398.023225,225
91132,1780495398.023226,226
91133,1780495398.023228,223
91134,1780495398.0232298,223
91135,1780495398.023232,220
91136,1780495398.0232341,215
91137,1780495398.023235,217
91138,1780495398.0232372,221
91139,1780495398.0232399,219
91140,1780495398.0531762,222
91141,1780495398.053181,220
91142,1780495398.053183,223
91143,1780495398.053185,224
91144,1780495398.053188,227
91145,1780495398.05319,230
91146,1780495398.053192,229
91147,1780495398.053195,232
91148,1780495398.0531971,233
91149,1780495398.053199,229
91150,1780495398.0532029,228
91151,1780495398.057694,228
91152,1780495398.057699,225
91153,1780495398.0577018,223
91154,1780495398.057705,219
91155,1780495398.05772,219
91156,1780495398.0577228,219
91157,1780495398.057726,219
91158,1780495398.057729,219
91159,1780495398.057732,217
91160,1780495398.0577338,221
91161,1780495398.057739,220
91162,1780495398.060041,219
91163,1780495398.0600462,225
91164,1780495398.0600488,225
91165,1780495398.060052,229
91166,1780495398.060055,232
91167,1780495398.0600572,234
91168,1780495398.0600598,231
91169,1780495398.060063,227
91170,1780495398.060066,228
91171,1780495398.0600698,228
91172,1780495398.062634,225
91173,1780495398.0626402,225
91174,1780495398.062643,217
91175,1780495398.062645,221
91176,1780495398.062648,217
91177,1780495398.0626528,215
91178,1780495398.062656,218
91179,1780495398.062658,218
91180,1780495398.0626612,220
91181,1780495398.062664,220
91182,1780495398.062668,222
91183,1780495398.066565,225
91184,1780495398.066588,227
91185,1780495398.066591,230
91186,1780495398.066611,231
91187,1780495398.066616,233
91188,1780495398.0666182,232
91189,1780495398.0666208,230
91190,1780495398.066623,228
91191,1780495398.066626,223
91192,1780495398.066633,225
91193,1780495398.071966,220
91194,1780495398.101619,219
91195,1780495398.101635,222
91196,1780495398.1016388,215
91197,1780495398.101642,219
91198,1780495398.101645,217
91199,1780495398.1016471,219
91200,1780495398.101653,218
91201,1780495398.101655,220
91202,1780495398.10166,224
91203,1780495398.1016681,227
91204,1780495398.105153,228
91205,1780495398.105164,232
91206,1780495398.1051672,232
91207,1780495398.105173,236
91208,1780495398.1051772,231
91209,1780495398.1051798,230
91210,1780495398.105183,231
91211,1780495398.105186,228
91212,1780495398.1051898,223
91213,1780495398.105193,225
91214,1780495398.1051981,221
91215,1780495398.1075919,222
91216,1780495398.107599,220
91217,1780495398.107602,217
91218,1780495398.107605,218
91219,1780495398.107608,217
91220,1780495398.107611,223
91221,1780495398.1076171,221
91222,1780495398.10762,224
91223,1780495398.1076229,228
91224,1780495398.107626,227
91225,1780495398.110104,229
91226,1780495398.110112,232
91227,1780495398.110116,235
91228,1780495398.1101189,231
91229,1780495398.110122,230
91230,1780495398.110124,229
91231,1780495398.1101272,226
91232,1780495398.1101341,226
91233,1780495398.110137,225
91234,1780495398.1101398,219
91235,1780495398.110143,221
91236,1780495398.141738,219
91237,1780495398.141765,215
91238,1780495398.141771,218
91239,1780495398.1417758,219
91240,1780495398.141782,222
91241,1780495398.141786,222
91242,1780495398.14179,221
91243,1780495398.141793,222
91244,1780495398.141797,229
91245,1780495398.1418,229
91246,1780495398.141808,231
91247,1780495398.147742,234
91248,1780495398.147763,233
91249,1780495398.147768,232
91250,1780495398.1477718,231
91251,1780495398.147777,228
91252,1780495398.1477802,223
91253,1780495398.147784,221
91254,1780495398.147788,217
91255,1780495398.147795,220
91256,1780495398.147798,219
91257,1780495398.147804,219
91258,1780495398.1501062,219
91259,1780495398.150141,220
91260,1780495398.150147,220
91261,1780495398.150151,223
91262,1780495398.150155,223
91263,1780495398.1501591,221
91264,1780495398.150163,228
91265,1780495398.150166,233
91266,1780495398.15017,232
91267,1780495398.150175,232
91268,1780495398.152637,232
91269,1780495398.152649,228
91270,1780495398.1526542,230
91271,1780495398.152658,226
91272,1780495398.152662,224
91273,1780495398.152666,223
91274,1780495398.15267,222
91275,1780495398.152673,221
91276,1780495398.152677,220
91277,1780495398.152682,218
91278,1780495398.1544461,218
91279,1780495398.184097,218
91280,1780495398.1841018,219
91281,1780495398.184105,220
91282,1780495398.184107,224
91283,1780495398.184109,228
91284,1780495398.184112,227
91285,1780495398.184114,230
91286,1780495398.184116,231
91287,1780495398.184118,237
91288,1780495398.1841202,230
91289,1780495398.1841228,229
91290,1780495398.188111,229
91291,1780495398.188115,228
91292,1780495398.188117,224
91293,1780495398.188119,225
91294,1780495398.188121,223
91295,1780495398.188123,222
91296,1780495398.188125,221
91297,1780495398.188127,218
91298,1780495398.188129,219
91299,1780495398.188131,220
91300,1780495398.1926332,221
91301,1780495398.192637,222
91302,1780495398.1926389,226
91303,1780495398.192641,226
91304,1780495398.1926432,229
91305,1780495398.192645,230
91306,1780495398.192647,233
91307,1780495398.192648,233
91308,1780495398.19265,234
91309,1780495398.192652,234
91310,1780495398.192655,233
91311,1780495398.194987,227
91312,1780495398.194991,225
91313,1780495398.1949928,224
91314,1780495398.194995,222
91315,1780495398.194997,223
91316,1780495398.194998,216
91317,1780495398.1950002,217
91318,1780495398.195002,215
91319,1780495398.195004,220
91320,1780495398.195006,223
91321,1780495398.196853,222
91322,1780495398.26294,222
91323,1780495398.262943,224
91324,1780495398.262943,228
91325,1780495398.262944,229
91326,1780495398.262945,229
91327,1780495398.2629461,234
91328,1780495398.262947,235
91329,1780495398.262947,231
91330,1780495398.262948,228
91331,1780495398.26295,229
91332,1780495398.26756,226
91333,1780495398.267562,224
91334,1780495398.267563,224
91335,1780495398.267564,222
91336,1780495398.267564,220
91337,1780495398.267565,218
91338,1780495398.267566,220
91339,1780495398.2675672,220
91340,1780495398.2675672,221
91341,1780495398.267568,224
91342,1780495398.2675688,225
91343,1780495398.2700648,225
91344,1780495398.270067,228
91345,1780495398.270068,233
91346,1780495398.270069,233
91347,1780495398.27007,238
91348,1780495398.270071,229
91349,1780495398.270072,231
91350,1780495398.270072,229
91351,1780495398.2700732,228
91352,1780495398.2700741,227
91353,1780495398.2700748,223
91354,1780495398.272487,224
91355,1780495398.272489,223
91356,1780495398.27249,217
91357,1780495398.272491,218
91358,1780495398.272491,219
91359,1780495398.272492,220
91360,1780495398.2724931,218
91361,1780495398.272494,224
91362,1780495398.272495,225
91363,1780495398.2724962,227
91364,1780495398.2750442,227
91365,1780495398.2750468,230
91366,1780495398.275048,233
91367,1780495398.2750561,234
91368,1780495398.275058,234
91369,1780495398.275059,233
91370,1780495398.27506,228
91371,1780495398.2750669,228
91372,1780495398.2750678,226
91373,1780495398.275069,225
91374,1780495398.275071,222
91375,1780495398.278075,220
91376,1780495398.278077,220
91377,1780495398.2780778,217
91378,1780495398.278079,221
91379,1780495398.27808,220
91380,1780495398.278081,220
91381,1780495398.278081,224
91382,1780495398.2780821,226
91383,1780495398.278083,224
91384,1780495398.278084,227
91385,1780495398.285053,230
91386,1780495398.285054,234
91387,1780495398.285055,235
91388,1780495398.285056,233
91389,1780495398.285057,231
91390,1780495398.285058,228
91391,1780495398.285058,228
91392,1780495398.285059,228
91393,1780495398.2850602,225
91394,1780495398.2850611,222
91395,1780495398.2850618,219
91396,1780495398.287534,221
91397,1780495398.2875361,217
91398,1780495398.2875369,222
91399,1780495398.2875369,219
91400,1780495398.2875378,219
91401,1780495398.287539,220
91402,1780495398.28754,224
91403,1780495398.287541,225
91404,1780495398.287541,227
91405,1780495398.287543,230
91406,1780495398.28922,229
91407,1780495398.29133,235
91408,1780495398.291332,234
91409,1780495398.2913332,230
91410,1780495398.291334,231
91411,1780495398.2913349,228
91412,1780495398.2913349,225
91413,1780495398.2913358,223
91414,1780495398.291337,218
91415,1780495398.291338,222
91416,1780495398.291339,220
91417,1780495398.29134,217
91418,1780495398.323,221
91419,1780495398.323002,222
91420,1780495398.3230028,221
91421,1780495398.323004,222
91422,1780495398.323004,224
91423,1780495398.323005,227
91424,1780495398.323006,228
91425,1780495398.3230069,230
91426,1780495398.323008,235
91427,1780495398.323009,236
91428,1780495398.327583,233
91429,1780495398.327585,232
91430,1780495398.327586,231
91431,1780495398.3275871,227
91432,1780495398.327588,226
91433,1780495398.327589,223
91434,1780495398.327589,222
91435,1780495398.32759,222
91436,1780495398.327591,223
91437,1780495398.327592,220
91438,1780495398.3275928,218
91439,1780495398.330073,221
91440,1780495398.330078,223
91441,1780495398.330079,223
91442,1780495398.33008,223
91443,1780495398.330081,228
91444,1780495398.330082,229
91445,1780495398.3300831,231
91446,1780495398.3300831,233
91447,1780495398.330084,235
91448,1780495398.330085,234
91449,1780495398.332609,230
91450,1780495398.332612,228
91451,1780495398.3326132,231
91452,1780495398.332614,228
91453,1780495398.332614,226
91454,1780495398.332615,224
91455,1780495398.3326159,216
91456,1780495398.332617,221
91457,1780495398.332617,217
91458,1780495398.332618,219
91459,1780495398.332619,219
91460,1780495398.363701,222
91461,1780495398.363706,221
91462,1780495398.3637068,227
91463,1780495398.363708,225
91464,1780495398.363709,229
91465,1780495398.363709,231
91466,1780495398.36371,231
91467,1780495398.3637109,233
91468,1780495398.363712,232
91469,1780495398.363713,233
91470,1780495398.363714,230
91471,1780495398.367224,228
91472,1780495398.3672261,227
91473,1780495398.3672268,226
91474,1780495398.3672278,225
91475,1780495398.367229,223
91476,1780495398.367229,221
91477,1780495398.36723,217
91478,1780495398.367231,217
91479,1780495398.367232,220
91480,1780495398.367233,222
91481,1780495398.3672352,221
91482,1780495398.368957,223
91483,1780495398.36896,228
91484,1780495398.368961,229
91485,1780495398.368962,231
91486,1780495398.368963,234
91487,1780495398.3689642,235
91488,1780495398.3689651,233
91489,1780495398.3689659,233
91490,1780495398.3689659,231
91491,1780495398.368968,229
91492,1780495398.399117,227
91493,1780495398.3991191,229
91494,1780495398.3991199,222
91495,1780495398.3991208,222
91496,1780495398.399123,219
91497,1780495398.399124,220
91498,1780495398.399125,221
91499,1780495398.399126,221
91500,1780495398.399127,223
91501,1780495398.399128,223
91502,1780495398.403527,221
91503,1780495398.40353,227
91504,1780495398.403531,228
91505,1780495398.403533,228
91506,1780495398.4035342,234
91507,1780495398.4035351,235
91508,1780495398.4035368,234
91509,1780495398.403538,231
91510,1780495398.403539,228
91511,1780495398.40354,230
91512,1780495398.403542,225
91513,1780495398.403544,225
91514,1780495398.407957,224
91515,1780495398.4079611,219
91516,1780495398.4079628,220
91517,1780495398.407964,220
91518,1780495398.407966,217
91519,1780495398.407967,220
91520,1780495398.407968,218
91521,1780495398.40797,222
91522,1780495398.4079711,224
91523,1780495398.40798,225
91524,1780495398.409547,225
91525,1780495398.409549,230
91526,1780495398.4095511,232
91527,1780495398.4095519,235
91528,1780495398.4095528,232
91529,1780495398.409555,231
91530,1780495398.409556,230
91531,1780495398.409557,228
91532,1780495398.409558,226
91533,1780495398.40956,225
91534,1780495398.4095612,223
91535,1780495398.4391649,221
91536,1780495398.439168,217
91537,1780495398.4391701,217
91538,1780495398.439171,217
91539,1780495398.4391732,218
91540,1780495398.439174,221
91541,1780495398.4391758,223
91542,1780495398.439177,225
91543,1780495398.439179,228
91544,1780495398.4391801,229
91545,1780495398.439183,230
91546,1780495398.44309,232
91547,1780495398.443094,236
91548,1780495398.443095,235
91549,1780495398.443097,232
91550,1780495398.443098,231
91551,1780495398.4431,227
91552,1780495398.443102,227
91553,1780495398.443103,223
91554,1780495398.443105,225
91555,1780495398.4431071,223
91556,1780495398.4514718,219
91557,1780495398.4514759,220
91558,1780495398.451478,218
91559,1780495398.4514802,217
91560,1780495398.451481,220
91561,1780495398.4514828,222
91562,1780495398.451484,227
91563,1780495398.4514859,228
91564,1780495398.451487,228
91565,1780495398.451489,229
91566,1780495398.451491,233
91567,1780495398.4538019,235
91568,1780495398.4538062,233
91569,1780495398.453808,230
91570,1780495398.45381,232
91571,1780495398.453812,228
91572,1780495398.453814,228
91573,1780495398.4538162,222
91574,1780495398.4538171,222
91575,1780495398.4538188,219
91576,1780495398.453821,219
91577,1780495398.453824,219
91578,1780495398.484908,218
91579,1780495398.4849129,220
91580,1780495398.484915,219
91581,1780495398.484917,221
91582,1780495398.484919,224
91583,1780495398.484921,225
91584,1780495398.4849238,228
91585,1780495398.484926,231
91586,1780495398.484928,232
91587,1780495398.4849322,234
91588,1780495398.4884531,233
91589,1780495398.488457,232
91590,1780495398.488459,229
91591,1780495398.488461,231
91592,1780495398.4884639,227
91593,1780495398.488466,224
91594,1780495398.488468,223
91595,1780495398.48847,220
91596,1780495398.488472,216
91597,1780495398.4884748,217
91598,1780495398.488477,221
91599,1780495398.48848,220
91600,1780495398.49067,221
91601,1780495398.490674,220
91602,1780495398.490676,224
91603,1780495398.490679,226
91604,1780495398.4906812,227
91605,1780495398.4906828,228
91606,1780495398.490685,233
91607,1780495398.490687,233
91608,1780495398.49069,232
91609,1780495398.490693,233
91610,1780495398.494133,228
91611,1780495398.494138,228
91612,1780495398.4941409,225
91613,1780495398.494143,222
91614,1780495398.4941509,225
91615,1780495398.494154,222
91616,1780495398.494157,217
91617,1780495398.49416,216
91618,1780495398.494163,218
91619,1780495398.494167,220
91620,1780495398.56005,220
91621,1780495398.560074,221
91622,1780495398.560079,223
91623,1780495398.560082,226
91624,1780495398.560087,227
91625,1780495398.560093,229
91626,1780495398.560097,231
91627,1780495398.5601,233
91628,1780495398.560103,231
91629,1780495398.560107,231
91630,1780495398.560113,228
91631,1780495398.564335,227
91632,1780495398.56435,221
91633,1780495398.564354,221
91634,1780495398.564357,222
91635,1780495398.56436,219
91636,1780495398.564363,217
91637,1780495398.564369,215
91638,1780495398.564372,218
91639,1780495398.564375,218
91640,1780495398.564378,220
91641,1780495398.564381,225
91642,1780495398.568882,223
91643,1780495398.568907,227
91644,1780495398.568911,226
91645,1780495398.568914,228
91646,1780495398.568917,232
91647,1780495398.5689201,235
91648,1780495398.568924,232
91649,1780495398.5689468,231
91650,1780495398.56895,231
91651,1780495398.568955,228
91652,1780495398.5703092,223
91653,1780495398.5703151,224
91654,1780495398.570317,221
91655,1780495398.5703208,219
91656,1780495398.570325,217
91657,1780495398.570327,215
91658,1780495398.5703301,219
91659,1780495398.570333,219
91660,1780495398.570335,221
91661,1780495398.570338,220
91662,1780495398.5703418,222
91663,1780495398.574291,224
91664,1780495398.574304,225
91665,1780495398.574307,229
91666,1780495398.5743098,232
91667,1780495398.5743139,233
91668,1780495398.574316,234
91669,1780495398.57432,229
91670,1780495398.574323,227
91671,1780495398.574326,228
91672,1780495398.5743291,223
91673,1780495398.574333,223
91674,1780495398.576458,222
91675,1780495398.576464,221
91676,1780495398.576467,216
91677,1780495398.576469,215
91678,1780495398.576473,218
91679,1780495398.576475,218
91680,1780495398.576481,220
91681,1780495398.5764852,222
91682,1780495398.576488,225
91683,1780495398.576491,223
91684,1780495398.5787132,225
91685,1780495398.578718,228
91686,1780495398.578721,232
91687,1780495398.5787241,229
91688,1780495398.578727,233
91689,1780495398.578729,232
91690,1780495398.578732,227
91691,1780495398.578735,228
91692,1780495398.578738,227
91693,1780495398.57874,224
91694,1780495398.5787442,222
91695,1780495398.581014,221
91696,1780495398.5810292,218
91697,1780495398.581034,216
91698,1780495398.581038,218
91699,1780495398.581043,220
91700,1780495398.581046,221
91701,1780495398.5810492,219
91702,1780495398.5810518,223
91703,1780495398.581055,226
91704,1780495398.581058,228
91705,1780495398.5810618,229
91706,1780495398.610497,230
91707,1780495398.610518,232
91708,1780495398.610522,231
91709,1780495398.610525,231
91710,1780495398.610527,229
91711,1780495398.610531,227
91712,1780495398.610539,223
91713,1780495398.610543,221
91714,1780495398.6105459,218
91715,1780495398.610571,218
91716,1780495398.6105752,218
91717,1780495398.6147149,216
91718,1780495398.614732,216
91719,1780495398.6147351,219
91720,1780495398.614738,219
91721,1780495398.614741,222
91722,1780495398.614744,222
91723,1780495398.6147468,225
91724,1780495398.61475,224
91725,1780495398.614753,229
91726,1780495398.614757,235
91727,1780495398.618046,231
91728,1780495398.6180532,232
91729,1780495398.6180549,227
91730,1780495398.618058,227
91731,1780495398.618061,221
91732,1780495398.618064,222
91733,1780495398.618067,223
91734,1780495398.6180701,221
91735,1780495398.618072,218
91736,1780495398.618075,214
91737,1780495398.61808,215
91738,1780495398.6216471,217
91739,1780495398.621654,217
91740,1780495398.6216571,218
91741,1780495398.6216588,222
91742,1780495398.621661,223
91743,1780495398.621664,221
91744,1780495398.621666,225
91745,1780495398.621668,228
91746,1780495398.6216698,228
91747,1780495398.621674,233
91748,1780495398.651617,229
91749,1780495398.651625,227
91750,1780495398.651627,225
91751,1780495398.651628,226
91752,1780495398.6516302,224
91753,1780495398.651631,220
91754,1780495398.651632,221
91755,1780495398.651634,217
91756,1780495398.651635,216
91757,1780495398.651636,216
91758,1780495398.651639,215
91759,1780495398.659329,217
91760,1780495398.6593332,219
91761,1780495398.659334,221
91762,1780495398.659335,223
91763,1780495398.659337,223
91764,1780495398.659338,223
91765,1780495398.659339,228
91766,1780495398.6593401,230
91767,1780495398.659342,232
91768,1780495398.659343,231
91769,1780495398.661494,228
91770,1780495398.661497,228
91771,1780495398.6614988,217
91772,1780495398.6615,224
91773,1780495398.661502,223
91774,1780495398.661503,220
91775,1780495398.661504,216
91776,1780495398.66151,216
91777,1780495398.661511,214
91778,1780495398.6615129,214
91779,1780495398.661515,219
91780,1780495398.663083,218
91781,1780495398.663085,220
91782,1780495398.6630862,223
91783,1780495398.6630871,220
91784,1780495398.6630971,226
91785,1780495398.663098,226
91786,1780495398.6630988,226
91787,1780495398.6631,233
91788,1780495398.663101,233
91789,1780495398.663102,228
91790,1780495398.663104,226
91791,1780495398.692788,221
91792,1780495398.692791,221
91793,1780495398.6927931,220
91794,1780495398.6927931,217
91795,1780495398.692794,217
91796,1780495398.6927948,217
91797,1780495398.692796,217
91798,1780495398.692797,214
91799,1780495398.692797,217
91800,1780495398.692798,219
91801,1780495398.692799,219
91802,1780495398.6970801,219
91803,1780495398.697081,219
91804,1780495398.697082,225
91805,1780495398.697083,229
91806,1780495398.697084,228
91807,1780495398.697085,232
91808,1780495398.697085,232
91809,1780495398.6970859,230
91810,1780495398.697087,225
91811,1780495398.697088,225
91812,1780495398.700323,221
91813,1780495398.700325,221
91814,1780495398.700326,215
91815,1780495398.700327,215
91816,1780495398.7003279,216
91817,1780495398.700329,217
91818,1780495398.70033,217
91819,1780495398.70033,215
91820,1780495398.700331,215
91821,1780495398.700332,220
91822,1780495398.700333,220
91823,1780495398.7293482,222
91824,1780495398.7293508,223
91825,1780495398.729352,223
91826,1780495398.729352,228
91827,1780495398.729353,231
91828,1780495398.729354,228
91829,1780495398.729355,225
91830,1780495398.729356,228
91831,1780495398.729356,225
91832,1780495398.729357,225
91833,1780495398.7293582,226
91834,1780495398.733613,218
91835,1780495398.7336152,217
91836,1780495398.733616,215
91837,1780495398.7336168,215
91838,1780495398.733618,215
91839,1780495398.733619,216
91840,1780495398.733619,217
91841,1780495398.73362,218
91842,1780495398.733621,218
91843,1780495398.733622,223
91844,1780495398.734964,225
91845,1780495398.734966,228
91846,1780495398.734967,230
91847,1780495398.734967,231
91848,1780495398.734968,229
91849,1780495398.7349691,227
91850,1780495398.73497,227
91851,1780495398.73497,219
91852,1780495398.7349708,223
91853,1780495398.734987,221
91854,1780495398.7349892,221
91855,1780495398.7376409,217
91856,1780495398.737642,216
91857,1780495398.737643,213
91858,1780495398.737644,215
91859,1780495398.7376451,215
91860,1780495398.737646,216
91861,1780495398.737646,215
91862,1780495398.737647,221
91863,1780495398.737648,223
91864,1780495398.737649,225
91865,1780495398.73765,228
91866,1780495398.768929,229
91867,1780495398.768932,233
91868,1780495398.768933,230
91869,1780495398.7689338,231
91870,1780495398.7689338,226
91871,1780495398.768935,223
91872,1780495398.768936,226
91873,1780495398.7689369,217
91874,1780495398.768938,219
91875,1780495398.768939,219
91876,1780495398.77297,215
91877,1780495398.772972,215
91878,1780495398.772973,214
91879,1780495398.772973,217
91880,1780495398.772974,217
91881,1780495398.7729752,219
91882,1780495398.7729762,223
91883,1780495398.7729762,222
91884,1780495398.7729769,227
91885,1780495398.7729778,229
91886,1780495398.772979,229
91887,1780495398.777546,232
91888,1780495398.777548,230
91889,1780495398.777549,229
91890,1780495398.77755,227
91891,1780495398.7775512,226
91892,1780495398.777552,223
91893,1780495398.777552,220
91894,1780495398.7775528,220
91895,1780495398.777554,219
91896,1780495398.777555,219
91897,1780495398.777556,216
91898,1780495398.780072,217
91899,1780495398.780073,218
91900,1780495398.780074,218
91901,1780495398.780076,222
91902,1780495398.780076,220
91903,1780495398.780077,222
91904,1780495398.7800782,227
91905,1780495398.7800791,230
91906,1780495398.78008,229
91907,1780495398.7800808,231
91908,1780495398.810326,233
91909,1780495398.810328,230
91910,1780495398.8103292,229
91911,1780495398.8103302,226
91912,1780495398.8103309,223
91913,1780495398.8103318,223
91914,1780495398.810333,222
91915,1780495398.810334,220
91916,1780495398.810334,218
91917,1780495398.810335,218
91918,1780495398.810337,218
91919,1780495398.8138611,217
91920,1780495398.8138628,216
91921,1780495398.813864,220
91922,1780495398.813865,221
91923,1780495398.813866,223
91924,1780495398.813867,226
91925,1780495398.813868,228
91926,1780495398.813869,231
91927,1780495398.8138702,234
91928,1780495398.8138711,232
91929,1780495398.813872,229
91930,1780495398.816313,228
91931,1780495398.816315,224
91932,1780495398.816316,227
91933,1780495398.8163168,223
91934,1780495398.816318,219
91935,1780495398.816319,219
91936,1780495398.81632,220
91937,1780495398.8163211,216
91938,1780495398.816322,217
91939,1780495398.816323,218
91940,1780495398.860252,220
91941,1780495398.860256,219
91942,1780495398.860257,225
91943,1780495398.860259,224
91944,1780495398.86026,227
91945,1780495398.8602612,228
91946,1780495398.8602629,230
91947,1780495398.8602638,232
91948,1780495398.860265,232
91949,1780495398.860267,227
91950,1780495398.863038,228
91951,1780495398.867563,226
91952,1780495398.867566,226
91953,1780495398.867568,224
91954,1780495398.867569,223
91955,1780495398.86757,222
91956,1780495398.867572,218
91957,1780495398.867573,217
91958,1780495398.867575,219
91959,1780495398.8675761,216
91960,1780495398.867577,219
91961,1780495398.867579,222
91962,1780495398.870007,219
91963,1780495398.8700101,224
91964,1780495398.8700109,227
91965,1780495398.870013,227
91966,1780495398.870014,228
91967,1780495398.870016,231
91968,1780495398.870017,230
91969,1780495398.870019,230
91970,1780495398.8700202,228
91971,1780495398.8700218,225
91972,1780495398.87257,223
91973,1780495398.872573,220
91974,1780495398.8725739,220
91975,1780495398.872576,217
91976,1780495398.872577,216
91977,1780495398.8725781,214
91978,1780495398.872579,215
91979,1780495398.872581,214
91980,1780495398.872582,215
91981,1780495398.872583,218
91982,1780495398.872585,221
91983,1780495398.8750248,226
91984,1780495398.875029,223
91985,1780495398.87503,228
91986,1780495398.875031,231
91987,1780495398.8750331,234
91988,1780495398.875034,232
91989,1780495398.875036,228
91990,1780495398.875037,226
91991,1780495398.875044,226
91992,1780495398.8750458,220
91993,1780495398.875048,219
91994,1780495398.877599,218
91995,1780495398.877603,217
91996,1780495398.877604,215
91997,1780495398.877606,213
91998,1780495398.8776069,214
91999,1780495398.877609,217
92000,1780495398.877611,214
92001,1780495398.877612,218
92002,1780495398.877614,220
