seq,timestamp,EDA_raw
84830,1780495391.731628,32
84831,1780495391.7316291,31
84832,1780495391.73163,32
84833,1780495391.731631,32
84834,1780495391.731631,32
84835,1780495391.7316322,31
84836,1780495391.73382,33
84837,1780495391.7338219,33
84838,1780495391.733823,32
84839,1780495391.733823,33
84840,1780495391.733824,32
84841,1780495391.733825,32
84842,1780495391.7338262,31
84843,1780495391.733827,32
84844,1780495391.733827,32
84845,1780495391.733828,32
84846,1780495391.733829,32
84847,1780495391.736089,33
84848,1780495391.736091,32
84849,1780495391.736091,32
84850,1780495391.7360919,32
84851,1780495391.736093,32
84852,1780495391.736094,31
84853,1780495391.736094,32
84854,1780495391.736095,32
84855,1780495391.736096,33
84856,1780495391.736097,32
84857,1780495391.7382069,31
84858,1780495391.7681332,32
84859,1780495391.76814,31
84860,1780495391.768141,31
84861,1780495391.768142,32
84862,1780495391.7681432,32
84863,1780495391.768144,31
84864,1780495391.768144,33
84865,1780495391.7681448,32
84866,1780495391.768146,31
84867,1780495391.768147,33
84868,1780495391.7736802,32
84869,1780495391.773681,32
84870,1780495391.7736819,32
84871,1780495391.7736828,32
84872,1780495391.773684,32
84873,1780495391.773685,32
84874,1780495391.773685,31
84875,1780495391.773686,31
84876,1780495391.7736871,32
84877,1780495391.773688,31
84878,1780495391.773689,32
84879,1780495391.775167,32
84880,1780495391.77517,33
84881,1780495391.775171,32
84882,1780495391.775177,33
84883,1780495391.775178,31
84884,1780495391.775179,32
84885,1780495391.77518,32
84886,1780495391.775181,31
84887,1780495391.775182,32
84888,1780495391.775182,31
84889,1780495391.7785652,33
84890,1780495391.7785668,33
84891,1780495391.7785668,32
84892,1780495391.778568,33
84893,1780495391.778569,31
84894,1780495391.77857,32
84895,1780495391.778571,31
84896,1780495391.778571,33
84897,1780495391.778572,32
84898,1780495391.778573,31
84899,1780495391.778574,32
84900,1780495391.8080761,31
84901,1780495391.808102,33
84902,1780495391.8081028,32
84903,1780495391.808104,31
84904,1780495391.808105,32
84905,1780495391.808106,32
84906,1780495391.808107,32
84907,1780495391.808108,30
84908,1780495391.808109,31
84909,1780495391.808109,33
84910,1780495391.8081112,31
84911,1780495391.8122728,32
84912,1780495391.812276,32
84913,1780495391.812277,32
84914,1780495391.812278,31
84915,1780495391.812279,32
84916,1780495391.8122802,31
84917,1780495391.8122811,32
84918,1780495391.812282,31
84919,1780495391.8122828,31
84920,1780495391.8122828,32
84921,1780495391.812285,32
84922,1780495391.814336,32
84923,1780495391.8143392,32
84924,1780495391.814341,32
84925,1780495391.8143418,32
84926,1780495391.814343,31
84927,1780495391.814344,32
84928,1780495391.814345,33
84929,1780495391.814346,32
84930,1780495391.814347,32
84931,1780495391.814348,31
84932,1780495391.82069,32
84933,1780495391.820698,34
84934,1780495391.820699,31
84935,1780495391.8207,33
84936,1780495391.820701,32
84937,1780495391.8207018,32
84938,1780495391.820703,32
84939,1780495391.820704,31
84940,1780495391.820705,32
84941,1780495391.8207061,31
84942,1780495391.820708,32
84943,1780495391.8495429,33
84944,1780495391.849548,31
84945,1780495391.84955,31
84946,1780495391.8495512,32
84947,1780495391.849552,30
84948,1780495391.8495529,32
84949,1780495391.849565,32
84950,1780495391.849566,32
84951,1780495391.849568,30
84952,1780495391.849569,32
84953,1780495391.849571,31
84954,1780495391.853913,32
84955,1780495391.8539221,32
84956,1780495391.853923,33
84957,1780495391.853924,32
84958,1780495391.853926,31
84959,1780495391.853927,33
84960,1780495391.8539279,31
84961,1780495391.853929,32
84962,1780495391.853931,32
84963,1780495391.853933,31
84964,1780495391.856034,32
84965,1780495391.8560379,31
84966,1780495391.8560388,31
84967,1780495391.856041,31
84968,1780495391.856042,31
84969,1780495391.856043,32
84970,1780495391.856045,32
84971,1780495391.856046,32
84972,1780495391.856048,32
84973,1780495391.8560488,32
84974,1780495391.856051,32
84975,1780495391.868045,32
84976,1780495391.868049,31
84977,1780495391.868051,32
84978,1780495391.868052,32
84979,1780495391.868054,32
84980,1780495391.868055,32
84981,1780495391.868056,31
84982,1780495391.8680582,33
84983,1780495391.868059,30
84984,1780495391.8680599,32
84985,1780495391.868062,33
84986,1780495391.898766,32
84987,1780495391.898774,32
84988,1780495391.898777,32
84989,1780495391.898779,32
84990,1780495391.8987799,32
84991,1780495391.898782,32
84992,1780495391.898784,31
84993,1780495391.898786,32
84994,1780495391.8987882,31
84995,1780495391.8987908,31
84996,1780495391.9032269,32
84997,1780495391.903232,33
84998,1780495391.903234,32
84999,1780495391.9032362,33
85000,1780495391.9032378,31
85001,1780495391.90324,32
85002,1780495391.903241,32
85003,1780495391.903243,33
85004,1780495391.903245,32
85005,1780495391.903263,33
85006,1780495391.9032671,30
85007,1780495391.905012,33
85008,1780495391.9050171,33
85009,1780495391.9050188,32
85010,1780495391.905021,33
85011,1780495391.9050229,31
85012,1780495391.905025,32
85013,1780495391.9050272,32
85014,1780495391.905028,32
85015,1780495391.9050298,32
85016,1780495391.905032,31
85017,1780495391.905042,30
85018,1780495391.911896,33
85019,1780495391.911901,32
85020,1780495391.911904,32
85021,1780495391.911906,33
85022,1780495391.9119081,33
85023,1780495391.9119098,33
85024,1780495391.911912,31
85025,1780495391.911915,32
85026,1780495391.9119182,31
85027,1780495391.9119208,31
85028,1780495391.918165,31
85029,1780495391.918171,34
85030,1780495391.9181728,31
85031,1780495391.918175,32
85032,1780495391.918178,32
85033,1780495391.91818,31
85034,1780495391.918182,32
85035,1780495391.918184,32
85036,1780495391.918186,32
85037,1780495391.918189,31
85038,1780495391.9181921,33
85039,1780495391.948383,32
85040,1780495391.9484,32
85041,1780495391.948409,31
85042,1780495391.948412,32
85043,1780495391.948415,31
85044,1780495391.948417,33
85045,1780495391.94842,32
85046,1780495391.948423,32
85047,1780495391.948426,33
85048,1780495391.948429,32
85049,1780495391.948433,32
85050,1780495391.954547,33
85051,1780495391.95457,33
85052,1780495391.954574,30
85053,1780495391.954577,32
85054,1780495391.954581,32
85055,1780495391.954583,32
85056,1780495391.954587,32
85057,1780495391.954589,31
85058,1780495391.954592,32
85059,1780495391.9545999,32
85060,1780495391.95651,32
85061,1780495391.956519,32
85062,1780495391.956523,32
85063,1780495391.956527,32
85064,1780495391.956529,32
85065,1780495391.956532,32
85066,1780495391.956535,32
85067,1780495391.9565382,32
85068,1780495391.9565408,31
85069,1780495391.956547,32
85070,1780495391.9565508,31
85071,1780495391.958692,32
85072,1780495391.958698,32
85073,1780495391.958702,33
85074,1780495391.958705,32
85075,1780495391.958709,32
85076,1780495391.958712,32
85077,1780495391.958716,33
85078,1780495391.958719,31
85079,1780495391.958721,31
85080,1780495391.958724,33
85081,1780495391.9587278,31
85082,1780495392.0168262,32
85083,1780495392.016858,32
85084,1780495392.016864,32
85085,1780495392.016868,33
85086,1780495392.016872,32
85087,1780495392.016876,31
85088,1780495392.01688,33
85089,1780495392.016885,32
85090,1780495392.016889,32
85091,1780495392.016897,33
85092,1780495392.02071,32
85093,1780495392.020726,32
85094,1780495392.020731,32
85095,1780495392.020736,31
85096,1780495392.0207412,32
85097,1780495392.020746,31
85098,1780495392.02075,32
85099,1780495392.020755,33
85100,1780495392.02076,32
85101,1780495392.0207648,32
85102,1780495392.0207691,31
85103,1780495392.020777,32
85104,1780495392.02468,31
85105,1780495392.0247061,31
85106,1780495392.02471,32
85107,1780495392.024713,32
85108,1780495392.0247161,31
85109,1780495392.024759,32
85110,1780495392.0247629,33
85111,1780495392.024766,33
85112,1780495392.024769,33
85113,1780495392.0247731,31
85114,1780495392.0276859,33
85115,1780495392.0276961,31
85116,1780495392.027699,32
85117,1780495392.027701,32
85118,1780495392.027704,32
85119,1780495392.0277061,33
85120,1780495392.027709,32
85121,1780495392.027711,31
85122,1780495392.027713,32
85123,1780495392.027717,32
85124,1780495392.03113,33
85125,1780495392.031144,32
85126,1780495392.031148,32
85127,1780495392.031151,33
85128,1780495392.031154,32
85129,1780495392.031157,32
85130,1780495392.031159,31
85131,1780495392.031163,32
85132,1780495392.0311658,34
85133,1780495392.031169,31
85134,1780495392.031177,32
85135,1780495392.032962,33
85136,1780495392.032976,33
85137,1780495392.032979,33
85138,1780495392.032982,32
85139,1780495392.032985,31
85140,1780495392.0329878,32
85141,1780495392.033031,31
85142,1780495392.033034,32
85143,1780495392.033037,32
85144,1780495392.0330398,32
85145,1780495392.0330439,32
85146,1780495392.0367181,31
85147,1780495392.036729,31
85148,1780495392.036733,33
85149,1780495392.036737,32
85150,1780495392.03674,32
85151,1780495392.0367439,32
85152,1780495392.036751,32
85153,1780495392.036756,31
85154,1780495392.0367591,31
85155,1780495392.036785,32
85156,1780495392.066737,31
85157,1780495392.066745,32
85158,1780495392.066748,30
85159,1780495392.0667489,31
85160,1780495392.066751,31
85161,1780495392.066753,32
85162,1780495392.066755,30
85163,1780495392.0667572,31
85164,1780495392.066758,32
85165,1780495392.0667598,33
85166,1780495392.066763,32
85167,1780495392.072633,31
85168,1780495392.07264,31
85169,1780495392.072643,33
85170,1780495392.072644,34
85171,1780495392.072646,33
85172,1780495392.0726469,33
85173,1780495392.072649,33
85174,1780495392.072651,31
85175,1780495392.072652,33
85176,1780495392.072654,33
85177,1780495392.072656,32
85178,1780495392.075165,33
85179,1780495392.075169,32
85180,1780495392.075171,31
85181,1780495392.0751731,32
85182,1780495392.0751739,31
85183,1780495392.075176,32
85184,1780495392.075177,33
85185,1780495392.075179,33
85186,1780495392.07518,32
85187,1780495392.0751832,31
85188,1780495392.077695,31
85189,1780495392.0776992,32
85190,1780495392.077701,36
85191,1780495392.0777018,32
85192,1780495392.077704,32
85193,1780495392.077705,32
85194,1780495392.077707,31
85195,1780495392.077709,33
85196,1780495392.0777102,32
85197,1780495392.0777118,31
85198,1780495392.077714,31
85199,1780495392.108704,32
85200,1780495392.1087072,32
85201,1780495392.1087081,32
85202,1780495392.108709,32
85203,1780495392.1087098,33
85204,1780495392.1087098,30
85205,1780495392.108712,32
85206,1780495392.108712,33
85207,1780495392.108713,32
85208,1780495392.108715,30
85209,1780495392.110249,32
85210,1780495392.110251,33
85211,1780495392.1151319,33
85212,1780495392.115133,32
85213,1780495392.115134,33
85214,1780495392.115135,31
85215,1780495392.115136,32
85216,1780495392.115137,31
85217,1780495392.115138,31
85218,1780495392.115139,31
85219,1780495392.1151402,31
85220,1780495392.1194391,31
85221,1780495392.1194408,33
85222,1780495392.119442,32
85223,1780495392.119443,32
85224,1780495392.119448,32
85225,1780495392.1194491,33
85226,1780495392.11945,32
85227,1780495392.1194508,32
85228,1780495392.1194508,31
85229,1780495392.119452,40
85230,1780495392.119454,35
85231,1780495392.121572,33
85232,1780495392.1215749,32
85233,1780495392.121577,32
85234,1780495392.121577,32
85235,1780495392.121578,31
85236,1780495392.121579,33
85237,1780495392.1215801,33
85238,1780495392.1215801,32
85239,1780495392.121581,32
85240,1780495392.121582,33
85241,1780495392.121583,32
85242,1780495392.150641,32
85243,1780495392.150644,32
85244,1780495392.150645,33
85245,1780495392.150645,32
85246,1780495392.150646,32
85247,1780495392.150647,32
85248,1780495392.150648,32
85249,1780495392.150648,43
85250,1780495392.150649,37
85251,1780495392.15065,33
85252,1780495392.1549382,33
85253,1780495392.15494,32
85254,1780495392.1549408,32
85255,1780495392.154942,32
85256,1780495392.154943,31
85257,1780495392.154943,32
85258,1780495392.154944,34
85259,1780495392.1549451,31
85260,1780495392.154946,31
85261,1780495392.154947,32
85262,1780495392.154948,31
85263,1780495392.157135,32
85264,1780495392.157136,32
85265,1780495392.157137,32
85266,1780495392.1571379,32
85267,1780495392.157139,32
85268,1780495392.15714,31
85269,1780495392.157141,38
85270,1780495392.157142,34
85271,1780495392.157142,34
85272,1780495392.157143,32
85273,1780495392.160204,33
85274,1780495392.160206,32
85275,1780495392.160207,32
85276,1780495392.160208,33
85277,1780495392.160208,32
85278,1780495392.160209,32
85279,1780495392.16021,32
85280,1780495392.1602108,31
85281,1780495392.160212,32
85282,1780495392.160213,33
85283,1780495392.160214,32
85284,1780495392.192471,33
85285,1780495392.1924732,32
85286,1780495392.1924741,33
85287,1780495392.1924748,32
85288,1780495392.1924758,31
85289,1780495392.192477,40
85290,1780495392.192477,36
85291,1780495392.192478,35
85292,1780495392.192479,33
85293,1780495392.19248,32
85294,1780495392.192481,32
85295,1780495392.196255,33
85296,1780495392.196257,33
85297,1780495392.196258,33
85298,1780495392.196258,31
85299,1780495392.196259,33
85300,1780495392.1962602,31
85301,1780495392.1962612,31
85302,1780495392.196262,32
85303,1780495392.196262,32
85304,1780495392.1962628,32
85305,1780495392.196264,33
85306,1780495392.19856,32
85307,1780495392.198563,33
85308,1780495392.198563,34
85309,1780495392.198572,35
85310,1780495392.198573,36
85311,1780495392.198574,33
85312,1780495392.198575,33
85313,1780495392.1985762,32
85314,1780495392.1985762,32
85315,1780495392.198578,32
85316,1780495392.227961,32
85317,1780495392.227963,32
85318,1780495392.227964,32
85319,1780495392.2279649,32
85320,1780495392.227966,32
85321,1780495392.227966,33
85322,1780495392.227967,31
85323,1780495392.227968,32
85324,1780495392.227969,32
85325,1780495392.2279701,32
85326,1780495392.227971,32
85327,1780495392.232405,32
85328,1780495392.232407,37
85329,1780495392.232408,38
85330,1780495392.232409,36
85331,1780495392.2324102,36
85332,1780495392.232411,34
85333,1780495392.2324119,34
85334,1780495392.2324119,32
85335,1780495392.2324128,33
85336,1780495392.232414,32
85337,1780495392.232415,32
85338,1780495392.2346299,32
85339,1780495392.234632,31
85340,1780495392.234633,32
85341,1780495392.234634,33
85342,1780495392.234635,32
85343,1780495392.234636,33
85344,1780495392.234637,33
85345,1780495392.234638,32
85346,1780495392.2346392,33
85347,1780495392.23464,33
85348,1780495392.23666,42
85349,1780495392.236662,38
85350,1780495392.236663,35
85351,1780495392.236664,34
85352,1780495392.236665,34
85353,1780495392.236665,33
85354,1780495392.2366662,33
85355,1780495392.236667,32
85356,1780495392.2366679,32
85357,1780495392.2366688,33
85358,1780495392.23667,31
85359,1780495392.249376,32
85360,1780495392.249378,32
85361,1780495392.24938,33
85362,1780495392.249381,32
85363,1780495392.2493818,32
85364,1780495392.2493818,32
85365,1780495392.249383,31
85366,1780495392.249384,33
85367,1780495392.2493849,37
85368,1780495392.249387,40
85369,1780495392.287173,37
85370,1780495392.290252,38
85371,1780495392.2902558,35
85372,1780495392.290257,35
85373,1780495392.290259,34
85374,1780495392.29026,33
85375,1780495392.290261,32
85376,1780495392.290263,33
85377,1780495392.2902641,33
85378,1780495392.290266,32
85379,1780495392.290268,31
85380,1780495392.2930932,32
85381,1780495392.2930958,32
85382,1780495392.293098,32
85383,1780495392.293099,33
85384,1780495392.2931,32
85385,1780495392.293102,31
85386,1780495392.2931042,33
85387,1780495392.293105,39
85388,1780495392.2931058,39
85389,1780495392.293108,39
85390,1780495392.2931101,38
85391,1780495392.3040981,37
85392,1780495392.3041012,34
85393,1780495392.304102,33
85394,1780495392.3041039,32
85395,1780495392.304105,31
85396,1780495392.304106,32
85397,1780495392.3041081,33
85398,1780495392.304109,32
85399,1780495392.304111,33
85400,1780495392.3041122,33
85401,1780495392.3041139,32
85402,1780495392.306425,32
85403,1780495392.3064268,32
85404,1780495392.306429,32
85405,1780495392.3064299,32
85406,1780495392.306431,32
85407,1780495392.306433,37
85408,1780495392.3064342,41
85409,1780495392.306444,39
85410,1780495392.306446,39
85411,1780495392.306448,35
85412,1780495392.309371,35
85413,1780495392.3093739,32
85414,1780495392.309375,33
85415,1780495392.309377,31
85416,1780495392.309379,32
85417,1780495392.30938,32
85418,1780495392.309382,32
85419,1780495392.309383,34
85420,1780495392.309385,32
85421,1780495392.309386,32
85422,1780495392.309389,31
85423,1780495392.3127759,31
85424,1780495392.312779,32
85425,1780495392.312781,32
85426,1780495392.312783,32
85427,1780495392.312785,35
85428,1780495392.3127859,42
85429,1780495392.312788,41
85430,1780495392.312789,38
85431,1780495392.312791,37
85432,1780495392.312792,35
85433,1780495392.312795,34
85434,1780495392.343884,32
85435,1780495392.343889,33
85436,1780495392.343891,32
85437,1780495392.343894,32
85438,1780495392.3438962,32
85439,1780495392.343898,33
85440,1780495392.343901,31
85441,1780495392.343903,32
85442,1780495392.343905,33
85443,1780495392.343908,31
85444,1780495392.349113,33
85445,1780495392.349118,33
85446,1780495392.349121,45
85447,1780495392.349123,40
85448,1780495392.3491251,42
85449,1780495392.3491268,42
85450,1780495392.34913,39
85451,1780495392.349132,35
85452,1780495392.349134,37
85453,1780495392.3491359,35
85454,1780495392.34914,33
85455,1780495392.3507671,32
85456,1780495392.350772,30
85457,1780495392.350774,33
85458,1780495392.350776,31
85459,1780495392.350778,32
85460,1780495392.3507898,32
85461,1780495392.350792,32
85462,1780495392.350794,33
85463,1780495392.350796,32
85464,1780495392.350799,32
85465,1780495392.350801,33
85466,1780495392.350803,40
85467,1780495392.350805,44
85468,1780495392.350807,40
85469,1780495392.350809,40
85470,1780495392.3508108,41
85471,1780495392.3508139,38
85472,1780495392.350816,35
85473,1780495392.3508182,34
85474,1780495392.35082,33
85475,1780495392.3508239,33
85476,1780495392.383866,32
85477,1780495392.3838909,33
85478,1780495392.383896,32
85479,1780495392.383899,33
85480,1780495392.383904,32
85481,1780495392.383907,33
85482,1780495392.38391,33
85483,1780495392.3839118,32
85484,1780495392.383915,32
85485,1780495392.383918,34
85486,1780495392.3839219,37
85487,1780495392.387796,42
85488,1780495392.3878112,44
85489,1780495392.3878138,44
85490,1780495392.387817,41
85491,1780495392.38782,39
85492,1780495392.3878222,37
85493,1780495392.387829,36
85494,1780495392.387831,34
85495,1780495392.387834,33
85496,1780495392.387837,32
85497,1780495392.387844,33
85498,1780495392.3903658,31
85499,1780495392.3903801,32
85500,1780495392.3903859,33
85501,1780495392.39039,31
85502,1780495392.390393,31
85503,1780495392.390398,32
85504,1780495392.3904068,36
85505,1780495392.390411,39
85506,1780495392.390416,41
85507,1780495392.390423,42
85508,1780495392.421383,42
85509,1780495392.421411,44
85510,1780495392.4214149,44
85511,1780495392.421419,42
85512,1780495392.4214232,38
85513,1780495392.4214258,36
85514,1780495392.421429,36
85515,1780495392.421432,34
85516,1780495392.4214342,33
85517,1780495392.421438,33
85518,1780495392.422685,32
85519,1780495392.426912,33
85520,1780495392.426921,32
85521,1780495392.426956,33
85522,1780495392.4269598,32
85523,1780495392.426966,36
85524,1780495392.426969,39
85525,1780495392.426972,40
85526,1780495392.426975,42
85527,1780495392.426978,41
85528,1780495392.4269812,47
85529,1780495392.426985,46
85530,1780495392.429375,44
85531,1780495392.429386,43
85532,1780495392.429389,42
85533,1780495392.4293919,39
85534,1780495392.429394,37
85535,1780495392.429397,36
85536,1780495392.4294,37
85537,1780495392.4294028,34
85538,1780495392.429406,34
85539,1780495392.42941,32
85540,1780495392.434005,33
85541,1780495392.4340239,37
85542,1780495392.4340281,35
85543,1780495392.434031,37
85544,1780495392.4340339,39
85545,1780495392.434037,42
85546,1780495392.43404,44
85547,1780495392.434043,48
85548,1780495392.434046,49
85549,1780495392.4340491,46
85550,1780495392.434057,45
85551,1780495392.463189,43
85552,1780495392.463211,42
85553,1780495392.4632168,38
85554,1780495392.463221,37
85555,1780495392.4632251,37
85556,1780495392.463228,35
85557,1780495392.463232,36
85558,1780495392.463236,33
85559,1780495392.46324,33
85560,1780495392.463244,34
85561,1780495392.463249,37
85562,1780495392.4675388,36
85563,1780495392.4675531,39
85564,1780495392.4675572,41
85565,1780495392.46756,43
85566,1780495392.467563,48
85567,1780495392.467566,49
85568,1780495392.4675689,49
85569,1780495392.467572,49
85570,1780495392.467575,48
85571,1780495392.467579,45
85572,1780495392.4707782,43
85573,1780495392.470795,43
85574,1780495392.4707992,41
85575,1780495392.4708018,39
85576,1780495392.4708061,37
85577,1780495392.470809,37
85578,1780495392.4708118,36
85579,1780495392.470815,36
85580,1780495392.470817,37
85581,1780495392.4708202,37
85582,1780495392.470827,39
85583,1780495392.473205,40
85584,1780495392.47322,43
85585,1780495392.473224,45
85586,1780495392.473227,45
85587,1780495392.4732301,50
85588,1780495392.473233,52
85589,1780495392.473236,51
85590,1780495392.473239,50
85591,1780495392.473241,47
85592,1780495392.473244,46
85593,1780495392.473249,44
85594,1780495392.5031412,42
85595,1780495392.503146,41
85596,1780495392.503148,41
85597,1780495392.50315,38
85598,1780495392.5031521,37
85599,1780495392.5031538,37
85600,1780495392.503156,39
